name	smiles	source
palladium bis-tri-t-butyl phosphine	CC(C)(C)P(C(C)(C)C)C(C)(C)C.CC(C)(C)P(C(C)(C)C)C(C)(C)C.[Pd]	OPSIN
palladium dichloride bistriphenylphosphine	[Cl][Pd][Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
palladium tetrakis-triphenylphosphane	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
palladium(II) bis-triphenylphosphine dichloride	[Cl-].[Cl-].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
palladium-bis-triphenylphosphine-dichloride	[Cl-].[Cl-].[Pd+2].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
penicillanic acid 1-oxide	CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1=O	OPSIN
pentaerythritol tetrakis-(β-lauryl-thiopropionate)	CCCCCCCCCCCCCCC(=S)OCC(COC(=S)CCCCCCCCCCCCCC)(COC(=S)CCCCCCCCCCCCCC)COC(=S)CCCCCCCCCCCCCC	OPSIN
phenylmalonic acid di-pentachlorophenylester	O=C(Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccccc1	OPSIN
phosphino	[PH2]	OPSIN
phthaloylalanyl chloride	C[C@H](NC(=O)c1ccccc1C(=O)O)C(=O)Cl	OPSIN
phthaloylglycyl chloride	O=C(Cl)CNC(=O)c1ccccc1C(=O)O	OPSIN
pivaloyloxy	CC(C)(C)C([O])=O	OPSIN
platinic chloride	[Cl][Pt]([Cl])([Cl])[Cl]	OPSIN
poly(4,8-bis(4-pentylphenylethynyl)benzo[1,2-b:4,5-b′]dithiophene-2,6-diyl)	CCCCCc1ccc(C#Cc2c3cc([*:2])sc3c(C#Cc3ccc(CCCCC)cc3)c3cc([*:1])sc23)cc1	OPSIN
poly(4,8-didecynylbenzo[1,2-b:4,5-b′]dithiophene-2,6-diyl)	CCCCCCCCC#Cc1c2cc([*:2])sc2c(C#CCCCCCCCC)c2cc([*:1])sc12	OPSIN
potassium bistrimethyl silyl amide	C[Si](C)(C)[NH-].C[Si](C)(C)[NH-].[K+].[K+]	OPSIN
potassium dihydrophosphate	O=P([O-])(O)O.[K+]	OPSIN
potassium t-amylate toluene	CCC(C)(C)[O-].Cc1ccccc1.[K+]	OPSIN
potassium t-pentoxide	CCC(C)(C)[O-].[K+]	OPSIN
propionyl	CC[C]=O	OPSIN
pyroglutamyl	O=[C][C@@H]1CCC(=O)N1	OPSIN
sodium n-butoxide	CCCC[O-].[Na+]	OPSIN
sodium tert-butylat	CC(C)(C)[O-].[Na+]	OPSIN
stannous bromide	[Br][Sn][Br]	OPSIN
stannous chloride dihydride	[Cl][SnH2-]	OPSIN
stannous(II)chloride dihydrate	O.O.[Cl][Sn][Cl]	OPSIN
stannyl	[SnH3]	OPSIN
styryl	[CH]=Cc1ccccc1	OPSIN
sulphonyl	O=S=O	OPSIN
tert-butoxycarbonylmethyl	[CH2]C(=O)OC(C)(C)C	OPSIN
tert-butyloxycarbonyl	CC(C)(C)O[C]=O	OPSIN
tert.-butyloxycarbonyl	CC(C)(C)O[C]=O	OPSIN
tetrafluoroethylene and hexafluoropropylene	FC(F)=C(F)C(F)(F)F.FC(F)=C(F)F	OPSIN
tetrahydrofuran-ethyl acetate methanol	C1CCOC1.CCOC(C)=O.CO	OPSIN
tetrakis triphenylphosphane palladium	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
tetrakis(triphenyl-phosphine) palladium(0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
tetrakis-(acetonitrile) copper hexafluorophosphate	CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.[Cu+2]	OPSIN
tetrakistriphenyl-phosphine palladium(0)	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
tetrakistriphenylphosphin palladium	[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
tetrazole	c1nnn[nH]1	OPSIN
thionyl	O=S	OPSIN
toluyl	Cc1[c]cccc1	OPSIN
tosyl	Cc1ccc([S](=O)=O)cc1	OPSIN
trans-1,2-dimethylcyclohexane-1,2-diamine	C[C@@]1(N)CCCC[C@@]1(C)N	OPSIN
trans-1-(2-tetrahydropyranyl)-3-(1-hydroxyethyl)-4-[2-(2-tetrahydropyranyl)-oxyethyl]-2-azetidinone	CC(O)[C@@H]1C(=O)N(C2CCCCO2)[C@H]1CCOC1CCCCO1	OPSIN
trifluoromethanesulfonyl	O=[S](=O)C(F)(F)F	OPSIN
trifluoromethanesulphonyloxy	[O]S(=O)(=O)C(F)(F)F	OPSIN
tris(dibenzylidenaceton) dipalladium(0)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
tris-(dibenzylidenacetone) dipalladium (0)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
tris-dibenzylidene acetone chloroform dipalladium	ClC(Cl)Cl.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd]	OPSIN
trisdibenzylidene acetone palladium (0)	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd]	OPSIN
tristriphenyl-phosphine rhodium chloride	[Cl][Rh]([Cl])[Cl].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1	OPSIN
zirconium vinylbenzyl acetylacetonate styrene/divinylbenzene	C=Cc1ccccc1C=C	OPSIN
ε-Benzyl oxycarbonyl-L-lysine ethyl ester	CCOC(=O)[C@@H](N)CCCC(N)C(=O)OCc1ccccc1	OPSIN
(-)-5-octyloxy	CCCCC([O])CCC	OPSIN
(-)N-(L-2-hydroxy-4-methylpentanoyl)-L-alanine 4-nitrobenzyl amide	CC(C)C[C@H](O)C(=O)N[C@@H](C)C(=O)NCc1ccc([N+](=O)[O-])cc1	OPSIN
(1R,3S)- and (1S,3S)-1-(3-methyl-benzo[b]thiophen-2-yl)-2,3,4,9-tetrahydro-1H-β-carboline-3-carboxylic acid methyl ester	COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)C(c2sc3ccccc3c2C)N1	OPSIN
(2-oxoheptyl)-phosphoric acid dimethyl ester	CCCCCC(=O)COP(=O)(OC)OC	OPSIN
(2-tert-Butoxycarbonylamino-ethyl-2-{[tert-butoxycarbonyl-(2-tert-butoxycarbonylaminoethyl)amino]-methyl}-8-hydroxyoctyl)-carbonic acid tert-butyl ester	CC(C)(C)OC(=O)NCCC(O)CCCCCC(COC(=O)OC(C)(C)C)CN(CCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C	OPSIN
(2R, 3R)-2-(2,5-Difluoro-phenyl)-1-[1,2,4]triazol-1-yl-butane-2,3-diol oxalate salt	C[C@@H](O)[C@](O)(Cn1cncn1)c1cc(F)ccc1F.O=C(O)C(=O)O	OPSIN
(2R,3R)-2-(2,5-Difluoro-phenyl)-1-[1,2,4]triazol-1-yl-butane-2,3-diol oxalate salt	C[C@@H](O)[C@](O)(Cn1cncn1)c1cc(F)ccc1F.O=C(O)C(=O)O	OPSIN
(2R,3R)-3-methoxy-2-methyl-N-[(1S)-2-phenyl-1-(1,3-thiazol-2-yl)ethyl]-3-[(2S)-pyrrolidin-2-yl]propanamide, trifluoroacetic acid salt	CO[C@@H]([C@@H]1CCCN1)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1.O=C(O)C(F)(F)F	OPSIN
(2S)-2-(N-(2-(((2R)-pyrrolidin-2-yl)methoxy)acetyl)-N-methylamino)-3-(2-naphthyl)propionyl-2-benzyl-4-ethyl semicarbazide	CCNC(=O)N(Cc1ccccc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)N(C)C(=O)COC[C@H]1CCCN1	OPSIN
(2′-dicyclohexyl phosphanyl biphenyl-2-yl)dimethylamine	CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1	OPSIN
(3AS,4S,5S,7AS)-7,7-diphenyl-4-(2-methoxyphenyl)perhydroisoindole-4,5-diol	COc1ccccc1[C@@]1(O)[C@@H]2CNC[C@@H]2C(c2ccccc2)(c2ccccc2)C[C@@H]1O	OPSIN
(3S,4S)-4-acetoxy-3-benzyl oxycarbonylamino-azetidin-2-one	CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)OCc1ccccc1	OPSIN
(4R,10aR)- and (4R,10aS)-9-chloro-6-fluoro-4-methyl-3,4,10,10a-tetrahydro-2H-pyrazino[1,2-a]indol-1-one	C[C@@H]1CNC(=O)C2Cc3c(Cl)ccc(F)c3N21	OPSIN
(4R,9aR)-6-(1-(RS)-Cyclopropylmethoxy-butyl)-4-methyl-1,2,3,4,9,9a-hexahydro-2,4a,5-triaza-fluorene di-trifluoroacetate	CCCC(OCC1CC1)c1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
(4R,9aR)-6-(1-(RS)-Cyclopropylmethoxy-propyl)-4-methyl-1,2,3,4,9,9a-hexahydro-2,4a,5-triaza-fluorene di-trifluoroacetate	CCC(OCC1CC1)c1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
(6-phenoxy-2-pyridyl)methyl	[CH2]c1cccc(Oc2ccccc2)n1	OPSIN
(D)-(−)-2-phenylglycinol	N[C@@H](CO)c1ccccc1	OPSIN
(D)-N-Boc phenylalanine	CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)O	OPSIN
(E)- and (Z)-1-bromo-6-methyl-2,6-heptadien-4-yne	C=C(C)C#CC=CCBr	OPSIN
(E)- and (Z)-4-chlorobut-2-enoic acid	O=C(O)C=CCCl	OPSIN
(E)- and (Z)-methyl 4-(2-methoxyvinyl)benzoate	COC=Cc1ccc(C(=O)OC)cc1	OPSIN
(E)- and (Z)2-Methyl-2-Butenenitrile	CC=C(C)C#N	OPSIN
(E)-3-fluoro-N′-isopropyl-N′-(3-(1-(3-methylbut-2-enyl)-1H-indol-3-yl)acroyl)benzohydrazide	CC(C)=CCn1cc(/C=C/C(=O)N(NC(=O)c2cccc(F)c2)C(C)C)c2ccccc21	OPSIN
(L)-4-chlorophenylalanine methyl ester	COC(=O)[C@@H](N)Cc1ccc(Cl)cc1	OPSIN
(R)-1-(3-methoxymethoxyphenyl)-1, 2-ethanediol 2-tosylate	COCOc1cccc([C@@H](O)COS(=O)(=O)c2ccc(C)cc2)c1	OPSIN
(R)-1-ethylpyrrolidin-3-ylamine ditrifluoroacetic acid salt	CCN1CC[C@@H](N)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
(R)-2-methyl-pyrrolidine, benzenesulfonic acid salt	C[C@@H]1CCCN1.O=S(=O)(O)c1ccccc1	OPSIN
(RS)-N-(3-methylphenylcarbamoyl)phenylglycine	Cc1cccc(NC(=O)NC(C(=O)O)c2ccccc2)c1	OPSIN
(S)- and (R)-citronellal	CC(C)=CCCC(C)CC=O	OPSIN
(S)-1-ethylpyrrolidin-3-ylamine ditrifluoroacetic acid salt	CCN1CC[C@H](N)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
(S)-2,3-dibenzyl-oxy-1-chloromethoxy propane	ClCOC[C@H](COCc1ccccc1)OCc1ccccc1	OPSIN
(trans)-1-hexyl-1-(methane sulfonyloxy)-2-(trimethylsilyl)cyclopropane	CCCCCC[C@@]1(OS(C)(=O)=O)C[C@H]1[Si](C)(C)C	OPSIN
(±)-2′-aminomethylnicotine	CN1CCCC1(CN)c1cccnc1	OPSIN
(±)-8-methyl-3-trifluoromethanesulfonyl-oxy-8-azabicyclo[3.2.1]oct-2-ene	CN1C2C=C(OS(=O)(=O)C(F)(F)F)CC1CC2	OPSIN
(±)-cis-2-(2,4-dichlorophenyl)-4,5,7,7a,8,9,10,10a-octahydrodipyrrolo[3,4-c:3′,2′,1′-ij]quinoline, trifluoroacetic acid salt	Clc1ccc(-c2cc3c4c(c2)[C@H]2CNC[C@H]2CN4CC3)c(Cl)c1.O=C(O)C(F)(F)F	OPSIN
(±)-cis-4-(4-{4-[(4-chloro-phenyl)-propionyl-amino]-2-methyl-3,4-dihydro-2H-quinoline-carbonyl}-phenoxy)-butyric acid ethyl ester	CCOC(=O)CCCOc1ccc(C(=O)[C@@]2(C)C[C@@H](N(C(=O)CC)c3ccc(Cl)cc3)c3ccccc3N2)cc1	OPSIN
(±)-cis-N-(2-chloro-5-methylphenyl)-4,5,7,7a,8,9,10,10a-octahydrodipyrrolo[3,4-c:3′,2′,1′-ij]quinolin-2-amine, bis-trifluoroacetic acid salt	Cc1ccc(Cl)c(Nc2cc3c4c(c2)[C@H]2CNC[C@H]2CN4CC3)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
(±)-cis-N-[2-(trifluoromethyl)benzyl]-4,5,7,7a,8,9,10,10a-octahydrodipyrrolo[3,4-c:3′,2′,1′-ij]quinolin-2-amine, bis-trifluoroacetic acid salt	FC(F)(F)c1ccccc1CNc1cc2c3c(c1)[C@H]1CNC[C@H]1CN3CC2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
(±)-cis-N-benzyl-4,5,7,7a,8,9,10,10a-octahydrodipyrrolo[3,4-c:3′,2′,1′-ij]quinolin-2-amine, bis-trifluoroacetic acid salt	O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1ccc(CNc2cc3c4c(c2)[C@H]2CNC[C@H]2CN4CC3)cc1	OPSIN
(±)-cis-N-phenyl-4,5,7,7a,8,9,10,10a-octahydrodipyrrolo[3,4-c:3′,2′,1′-ij]quinolin-2-amine, bis-trifluoroacetic acid salt	O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.c1ccc(Nc2cc3c4c(c2)[C@H]2CNC[C@H]2CN4CC3)cc1	OPSIN
(−)-methyl	[CH3]	OPSIN
1 -fluoro-3-perfluorohexyl benzene	Fc1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1	OPSIN
1,1-dimethylethyl	C[C](C)C	OPSIN
1,10-diamino-4,7-dioxa-5-methyldecane	CC(COCCCN)OCCCN	OPSIN
1,11-diamino-4,8-dioxa-5-methylundecane	CC(CCOCCCN)OCCCN	OPSIN
1,13-diamino-4,7,10-trioxa-5,8-dimethyltridecane	CC(COCCCN)OCC(C)OCCCN	OPSIN
1,2 -dihydro-1-methyl-2-oxo-nicotinamido	Cn1cccc(C([NH])=O)c1=O	OPSIN
1,2,3,4-tetrahydro-1-phenyl-6,7-dimethoxyisoquinolinyl	COc1cc2c(cc1OC)[C](c1ccccc1)NCC2	OPSIN
1,3-dihydro-1,3-dioxo-2H-isoindole octanoic acid ethyl ester	CCCCCCCC(=O)OCC.O=C1NC(=O)c2ccccc21	OPSIN
1,3-dimethyl-3,4,5,6-tetrahydro-2(1H1)-pyrimidinone	CN1CCCN(C)C1=O	OPSIN
1,3-dioxo-2,2-diethyl-4,5-dimethyl-6-indanyloxy-acetic acid	CCC1(CC)C(=O)c2cc(OCC(=O)O)c(C)c(C)c2C1=O	OPSIN
1,3-propanediol bis(p-aminobenzoate)	Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1	OPSIN
1,3-thiazol-4-yl	[c]1cscn1	OPSIN
1,4-diazabicyclo[5.4.0]-7-undecene	C1=C2CCNCCN2CCC1	OPSIN
1,8-Diazabicyclo(5.4.0)-7-undecene	C1CCC2=NCCCN2CC1	OPSIN
1,8-diaza-bicyclo[5.4.0]-7-undecene	C1CCC2=NCCCN2CC1	OPSIN
1,8-diazabicyclo(5,4,0]-7-undecene	C1CCC2=NCCCN2CC1	OPSIN
1,8-diazabicyclo(5.4.0)-7-undecene	C1CCC2=NCCCN2CC1	OPSIN
1,8-diazabicyclo(5.4.0]-7-undecene	C1CCC2=NCCCN2CC1	OPSIN
1,8-diazabicyclo{5,4,0]-7-undecene	C1CCC2=NCCCN2CC1	OPSIN
1,9-diazabicyclo[5.4.0]-7-undecene	C1=C2CCCCCN2CCN1	OPSIN
1-(3-dimethyl aminopropyl) 3-ethyl carbodiimide	CCN=C=NCCCN(C)C	OPSIN
1-(3-dimethyl aminopropyl)3-ethyl carbodiimide	CCN=C=NCCCN(C)C	OPSIN
1-(α,α-dimethylbenzyl)-1-chloroethylene and 1-(α,α-dimethylbenzyl)-1,1-dichloroethane	C=C(Cl)C(C)(C)c1ccccc1.CC(Cl)(Cl)C(C)(C)c1ccccc1	OPSIN
1-Butyl	[CH2]CCC	OPSIN
1-Chlorocarbonyl-1-methylethylacetate	CC(C)(CC(=O)[O-])C(=O)Cl	OPSIN
1-Ethyl-3-(3-dimethyl amino propyl)carbodiimide hydrochloride	CCN=C=NCCCN(C)C.Cl	OPSIN
1-O-octadecyl-2,2-dimethoxy-1,3-propane diol-3-ethylphosphonoacetate	CCCCCCCCCCCCCCCCCCOCC(COC(=O)CP(=O)(O)OCC)(OC)OC	OPSIN
1-Oxo-4-chlorobutylferrocene	O=C(CCCCl)[c-]1cccc1.[Fe+2].c1cc[cH-]c1	OPSIN
1-[4-cyano-3-(trifluoromethyl)phenyl]-1H-tetrazol-5-yl	N#Cc1ccc(-n2[c]nnn2)cc1C(F)(F)F	OPSIN
1-aza-2-hydroxybenzanthrone	O=C1c2ccccc2-c2nc(O)cc3cccc1c23	OPSIN
1-benzoyl-1H-indol-3-yl	O=C(c1ccccc1)n1c[c]c2ccccc21	OPSIN
1-benzyl oxycarbonyl methyl-3,5-dichloro(3-nitrophenyl)pyrazinone	CC1(Cl)NC(Cl)=C(c2cccc([N+](=O)[O-])c2)N(C(=O)OCc2ccccc2)C1=O	OPSIN
1-benzyl-1,2-dihydro-2-oxo-nicotinamido	[NH]C(=O)c1cccn(Cc2ccccc2)c1=O	OPSIN
1-bromo-4-ethyl-thiobenzene	CCSc1ccc(Br)cc1	OPSIN
1-butyl-1,2-dihydro-2-oxo-nicotinamido	CCCCn1cccc(C([NH])=O)c1=O	OPSIN
1-chloromethyl- chloroformate	O=C(Cl)OCCl	OPSIN
1-cyclobutyl-piperazine bistrifluoroacetate	C1CC(N2CCNCC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
1-cyclobutylpiperazine bistrifluoroacetate	C1CC(N2CCNCC2)C1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
1-cyclohexylphenylamino	[NH]C1(C2CCCCC2)C=CC=CC1	OPSIN
1-ethyl-(3-dimethyl aminopropyl)carbodiimide hydrochloride	CCN=C=NCCCN(C)C.Cl	OPSIN
1-ethyl-2,3,3-trimethyl[3H]indolium-5-sulfonate	CC[N+]1=C(C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21	OPSIN
1-ethyl-3(3-dimethyl aminopropyl)carbodiimide	CCN=C=NCCCN(C)C	OPSIN
1-ethyl-3-(3-dimethyl aminopropyl)-carbodiimide hydrochloride	CCN=C=NCCCN(C)C.Cl	OPSIN
1-ethyl-3-(3′-dimethyl aminopropyl)-carbodiimide hydrochloride	CCN=C=NCCCN(C)C.Cl	OPSIN
1-hexyl-1-chloro-2-perfluorohexylethane	CCCCCCC(Cl)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OPSIN
1-hydroxy-1- aminomethyl	N[CH]O	OPSIN
1-hydroxy-phosphindoline 1-oxide	O=P1(O)CCc2ccccc21	OPSIN
1-naphthyl	[c]1cccc2ccccc12	OPSIN
1-vinylphosphindoline 1-oxide	C=CP1(=O)CCc2ccccc21	OPSIN
10/2/1 ethyl acetate methanol triethylamine	CCN(CC)CC.CCOC(C)=O.CO	OPSIN
11-chloro-3-phenoxycarboxyl-1,2,4,5-tetrahydro-3H-azepino[4,5-b]quinoline	O=C(O)C1CN(Oc2ccccc2)CCc2nc3ccccc3c(Cl)c21	OPSIN
14-hydroxy-codeinone oxalate	COc1ccc2c3c1O[C@H]1C(=O)C=C[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.O=C(O)C(=O)O	OPSIN
17,17-bis-(ethylenedioxy)-11-(4-hydroxyphenyl)-5,9(11) estradiene	C[C@]12CC(c3ccc(O)cc3)=C3[C@H]4CCCCC4=CC[C@H]3[C@@H]1CC13OCCOC12OCCO3	OPSIN
1R-(3-phenoxy-phenyl)-2-propyn-1-yl alcohol	C#C[C@@H](O)c1cccc(Oc2ccccc2)c1	OPSIN
2,2,2-trifluoro-1-(trifluoromethyl)ethyl-4-[2,2,2-trifluoro-1-(trifluoromethyl)ethoxy]phenylsulfonate	O=S(=O)([O-])c1ccc(OC(C(F)(F)F)C(F)(F)F)cc1C(C(F)(F)F)C(F)(F)F	OPSIN
2,2,4,4-tetramethyl-7-oxa-3,20-diaza-21-oxo-dispiro[5.1.11.2]heneicosane	CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O	OPSIN
2,2,6,6-tetramethyl-1-piperidyloxy	CC1(C)CCCC(C)(C)N1[O]	OPSIN
2,2,6,6-tetramethylpiperidine nitroxide	CC1(C)CCCC(C)(C)N1.N[O]	OPSIN
2,2-di-trimethylsiloxy-5-phenyl-5-methyl-2,5-disilahexane	C[Si](C)(C)O[Si](C)(CC[Si](C)(C)c1ccccc1)O[Si](C)(C)C	OPSIN
2,3-dihydro-2-oxiranyl-1,4-benzodioxin	c1ccc2c(c1)OCC(C1CO1)O2	OPSIN
2,4-dihydroxy-6-methyl-3-(3-methyl-2-butenyl) phenyl	CC(C)=CCc1c(O)[c]c(C)cc1O	OPSIN
2,4-dimethyl-5-phenylpentan-1-yl	[CH2]C(C)CC(C)Cc1ccccc1	OPSIN
2,6,11-trimethyltriphenylene and 2,3,6,11-tetramethyltriphenylene	Cc1ccc2c3ccc(C)cc3c3cc(C)c(C)cc3c2c1.Cc1ccc2c3ccc(C)cc3c3cc(C)ccc3c2c1	OPSIN
2,6-bis(1,1-dimethylethyl)-4-pyrylidene	CC(C)(C)C1=C[C]C=C(C(C)(C)C)O1	OPSIN
2,6-bis(1,1-dimethylethyl)-4-selenopyrylidene	CC(C)(C)C1=C[C]C=C(C(C)(C)C)[Se]1	OPSIN
2,6-bis(1,1-dimethylethyl)-4-thiopyrylidene	CC(C)(C)C1=C[C]C=C(C(C)(C)C)S1	OPSIN
2-(3-carbethoxypropyl)-1-methoximino-2-cyclopentene	CCOC(=O)CCCC1=CCCC1=NOC	OPSIN
2-(4(6-(fluoromethyl)pyridin-2-yl)but-3-ynyl) nitro-2H-benzo[d][1,2,3]triazole	O=[N+]([O-])c1cccc2nn(CCC#Cc3cccc(CF)n3)nc12	OPSIN
2-(4-cyclobutylpiperazin-1-yl)-2-oxoethyl 2-benzyl-3-oxo-2,3-dihydro-1′H-spiro[isoindole-1,4′-piperidine]-1′-carboxylate	O=C(COC(=O)N1CCC2(CC1)c1ccccc1C(=O)N2Cc1ccccc1)N1CCN(C2CCC2)CC1	OPSIN
2-(5-acetoxypentyl)-2-carbomethoxy carboethoxy-cyclopentanone	COC(=O)C(CCCCCOC(C)=O)COC(=O)C1CCCC1=O	OPSIN
2-(5-methoxyhept-1-yl)bicyclo[3.3.0]-7-octanol	CCC(CCCCC1CCC2CC(O)CC12)OC	OPSIN
2-(5-methoxyhept-1-yl)bicyclo[3.3.0]-7octanol	CCC(CCCCC1CCC2CC(O)CC12)OC	OPSIN
2-(5-methoxyhept-1-yl)bicyclo[3.3.0]7 octanol	CCC(CCCCC1CCC2CC(O)CC12)OC	OPSIN
2-(7-Methyl-4-piperazin-1-yl-quinazolin-2-yl)-phenol, oxalate salt	Cc1ccc2c(N3CCNCC3)nc(-c3ccccc3O)nc2c1.O=C(O)C(=O)O	OPSIN
2-[(2-dimethylaminomethyl-4-thiazolyl)methylthio]ethylamino	CN(C)Cc1nc(CSCC[NH])cs1	OPSIN
2-[4(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]- ethyl	[CH2]CN1CCC(c2noc3cc(F)ccc23)CC1	OPSIN
2-[4-(4,5-dihydro-1H-imidazol-2-yl)phenyl]ethanamine bis-trifluoroacetate	NCCc1ccc(C2=NCCN2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
2-bromo-6-carboxyl pyridine	O=C(O)c1cccc(Br)n1	OPSIN
2-butoxy-5-chloro-6-methyl-nicotinamido	CCCCOc1nc(C)c(Cl)cc1C([NH])=O	OPSIN
2-carboxyl phenylboronic acid	O=C(O)c1ccccc1B(O)O	OPSIN
2-chloro-5-cyclopentyl-thiomethyl-pyridine	Clc1ccc(CSC2CCCC2)cn1	OPSIN
2-diazo-3-oxobutyroxyethyl methacrylate	C=C(C)C(=O)OCCOC(=O)C(=[N+]=[N-])C(C)=O	OPSIN
2-ethyl-4-methoxy-1-phenylmethyl	[CH2]c1ccc(OC)cc1CC	OPSIN
2-ethylhexyl	[CH2]C(CC)CCCC	OPSIN
2-ethylsulfinyl	CC[S]=O	OPSIN
2-fluoro-5-[6-(1-methanesulfonyl-1-methyl-ethyl)-quinolin-8-yl]-phenyl	CC(C)(c1cc(-c2c[c]c(F)cc2)c2ncccc2c1)S(C)(=O)=O	OPSIN
2-hexamethyleneimino-3-chloro-3-piperidinosulfonylbenzoic acid	O=C(O)C1=CC=CC(Cl)(S(=O)(=O)N2CCCCC2)C1N1CCCCCC1	OPSIN
2-hydroxysulfonyl oxy hexanoic acid amide	CCCCC(OS(=O)(=O)O)C(N)=O	OPSIN
2-isobutylamino	CC(C)(C)[NH]	OPSIN
2-isopropyl-1-hexyl-4,6-ditrifluoromethylbenzimidazole	CCCCCCn1c(C(C)C)nc2c(C(F)(F)F)cc(C(F)(F)F)cc21	OPSIN
2-methoxy-4-(4-methyl-piperazin-1-ylmethyl)-benzaldehyde bis trifluoroacetate	COc1cc(CN2CCN(C)CC2)ccc1C=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	OPSIN
